path,name,extension,language,role,top_level_dir,size_bytes,is_binary,is_text,total_lines,code_lines,comment_lines,blank_lines,doc_lines,tracked,visible_to_git,commit_count,additions,deletions,churn,author_count,authors,last_commit_iso,coverage_percent,coverage_statements,coverage_branches,coverage_partial_branches,risk_score,risk_label,hotspot_score,size_bucket,content_sha1,notes,module_name,class_count,function_count,method_count,test_function_count,module_docstring,docstring_lines,import_count,internal_import_count,external_import_count,average_function_length,max_function_length,average_function_cc,max_function_cc,average_max_nesting,max_nesting,approx_cyclomatic_complexity,approx_halstead_volume,approx_halstead_difficulty,approx_halstead_effort,approx_maintainability_index,radon_available,radon_mi,radon_cc_average,radon_cc_max,syntax_error,internal_imports,external_imports
.venv_broken_20260215/Lib/site-packages/watchfiles/_rust_notify.cp312-win_amd64.pyd,_rust_notify.cp312-win_amd64.pyd,.pyd,PYD,other,.venv_broken_20260215,685568,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.venv_broken_20260215/Lib/site-packages/websockets/speedups.cp312-win_amd64.pyd,speedups.cp312-win_amd64.pyd,.pyd,PYD,other,.venv_broken_20260215,11776,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.venv_broken_20260215/Lib/site-packages/yaml/_yaml.cp312-win_amd64.pyd,_yaml.cp312-win_amd64.pyd,.pyd,PYD,other,.venv_broken_20260215,253952,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.venv_broken_20260215/Scripts/python.exe,python.exe,.exe,EXE,other,.venv_broken_20260215,270616,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu.txt,2025 06 Luxor Businesshemd  modern fit Global Kent Bleu.txt,.txt,Text,documentation,02_wardrobe_images,789,False,True,43,0,0,11,32,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),0e0a55c6db6806802dcfd7ce89405a30932003a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/bild1.jfif,bild1.jfif,.jfif,JFIF,other,02_wardrobe_images,565265,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/bild2.jfif,bild2.jfif,.jfif,JFIF,other,02_wardrobe_images,483374,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/main.jfif,main.jfif,.jfif,JFIF,other,02_wardrobe_images,239655,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.2,XS (<50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/Pailletten Jacket/Pailletten Jacket.txt,Pailletten Jacket.txt,.txt,Text,documentation,02_wardrobe_images,2299,False,True,25,0,0,10,15,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),2e3b0810852d15511b1c6f89617cf9f62d6ef72a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/Pailletten Jacket/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3361182,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/Pailletten Jacket/bild2.jpg,bild2.jpg,.jpg,JPG,asset,02_wardrobe_images,102468,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/andreas/Pailletten Jacket/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,40298,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/01 Sandalen von der Marke Tamaris Rot/Sandalen von der Marke Tamaris.txt,Sandalen von der Marke Tamaris.txt,.txt,Text,documentation,02_wardrobe_images,441,False,True,17,0,0,8,9,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),a21b846c7958b52f0b745c8bed20bc1930f26d4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/01 Sandalen von der Marke Tamaris Rot/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3840911,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/02 Sandalen von der Marke Tamaris Blau/Sandalen von der Marke Tamaris Blau.txt,Sandalen von der Marke Tamaris Blau.txt,.txt,Text,documentation,02_wardrobe_images,577,False,True,14,0,0,6,8,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),1a6913dcf352fb8c3145367ce13724ac833bced4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/02 Sandalen von der Marke Tamaris Blau/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3774965,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/03 flachen Pumps mit Keilabsatz Tamaris SChwarz/flachen Pumps mit Keilabsatz Tamaris SChwarz.txt,flachen Pumps mit Keilabsatz Tamaris SChwarz.txt,.txt,Text,documentation,02_wardrobe_images,611,False,True,15,0,0,7,8,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),5b2e3772d7213d8b4413ef64b9fa4e9b45ca6dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/03 flachen Pumps mit Keilabsatz Tamaris SChwarz/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3997304,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/04 flachen Pumps mit Keilabsatz Tamaris beige-nude/flachen Pumps mit Keilabsatz Tamaris beige-nude.txt,flachen Pumps mit Keilabsatz Tamaris beige-nude.txt,.txt,Text,documentation,02_wardrobe_images,484,False,True,19,0,0,9,10,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),d6a13c3647f8f6dfd339d86cbe817b5470e96dfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/04 flachen Pumps mit Keilabsatz Tamaris beige-nude/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,4024207,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/05 flachen Pump mit einem Keilabsatz Tamaris/05 flachen Pump mit einem Keilabsatz Tamaris.txt,05 flachen Pump mit einem Keilabsatz Tamaris.txt,.txt,Text,documentation,02_wardrobe_images,741,False,True,23,0,0,11,12,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),f8fddb2d67de16640c021540820faedbd504a1bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/05 flachen Pump mit einem Keilabsatz Tamaris/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3982079,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/06 hohe Pumps ist von Tamaris aus der Serie Heart/06 hohe Pumps ist von Tamaris aus der Serie Heart.txt,06 hohe Pumps ist von Tamaris aus der Serie Heart.txt,.txt,Text,documentation,02_wardrobe_images,1223,False,True,23,0,0,11,12,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),dabfa94468d7f4df9a39dc01f448196e9f3272dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/06 hohe Pumps ist von Tamaris aus der Serie Heart/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3566408,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/06 hohe Pumps ist von Tamaris aus der Serie Heart/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3215992,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz.txt,07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz.txt,.txt,Text,documentation,02_wardrobe_images,938,False,True,21,0,0,10,11,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),40a925967d3181eadb3f02848ae1e46a6557ae54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3919276,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,4094274,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/08 Tanzschuh für die Tanzschule.txt,08 Tanzschuh für die Tanzschule.txt,.txt,Text,documentation,02_wardrobe_images,1257,False,True,29,0,0,14,15,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),1cb5864f20e82fb75d27fa4e4184442bb4eec9f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3612573,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3197720,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/09 Manolo Blanik/09 Manolo Blanik.txt,09 Manolo Blanik.txt,.txt,Text,documentation,02_wardrobe_images,1029,False,True,25,0,0,12,13,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),94eeaa1ec6a8c676776cfae1f3e7478876e46d93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/09 Manolo Blanik/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3996298,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/09 Manolo Blanik/bild2.jpg,bild2.jpg,.jpg,JPG,asset,02_wardrobe_images,3634132,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/09 Manolo Blanik/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3370383,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/13 Sandale mit Open Toe und Riemchen.txt,13 Sandale mit Open Toe und Riemchen.txt,.txt,Text,documentation,02_wardrobe_images,0,False,True,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3571745,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3887580,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/14 sportlichen Schuh der Firma Adidas.txt,14 sportlichen Schuh der Firma Adidas.txt,.txt,Text,documentation,02_wardrobe_images,1481,False,True,25,0,0,12,13,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),c864bb062530947a2d0e557edd96af4e64619d30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3514029,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,4082364,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/15 pinken Sneakern von der Marke Skechers.txt,15 pinken Sneakern von der Marke Skechers.txt,.txt,Text,documentation,02_wardrobe_images,1179,False,True,29,0,0,14,15,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),b193ded4e700e01c8146364162838fdf844434d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,4027442,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/16 dunkelrosa Sneaker Marke Adidas.txt,16 dunkelrosa Sneaker Marke Adidas.txt,.txt,Text,documentation,02_wardrobe_images,1354,False,True,29,0,0,14,15,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),e06ddfe25f1d620533d4ab3bd38c3a0b95c699f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3919848,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3745145,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/17 Sneaker in Neonorange Marke Skechers.txt,17 Sneaker in Neonorange Marke Skechers.txt,.txt,Text,documentation,02_wardrobe_images,934,False,True,27,0,0,13,14,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),6f55c24701027ba523e5e9d0efaf9cfc326a2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3980142,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/18 Tennisschuh der Firma Asics.txt,18 Tennisschuh der Firma Asics.txt,.txt,Text,documentation,02_wardrobe_images,836,False,True,21,0,0,10,11,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),93dcc46a10d64b55bec55622fe1c5056be853a65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3920834,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/19 Firma Salomon Spezialschuh Querfeldeinläufe.txt,19 Firma Salomon Spezialschuh Querfeldeinläufe.txt,.txt,Text,documentation,02_wardrobe_images,0,False,True,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3525070,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3786785,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/20 Marke Asics Sportschuh/20 Marke Asics Sportschuh.txt,20 Marke Asics Sportschuh.txt,.txt,Text,documentation,02_wardrobe_images,1257,False,True,31,0,0,15,16,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),6c38adaa845b1b5d4bed16a2c5f0e650aef9a049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/20 Marke Asics Sportschuh/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3782502,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/21 Sneaker Michael Kors Dunkelbraun/21 Sneaker Michael Kors Dunkelbraun.txt,21 Sneaker Michael Kors Dunkelbraun.txt,.txt,Text,documentation,02_wardrobe_images,2053,False,True,38,0,0,19,19,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),6f894ea3a99407079729621aa25d178fc36047c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/21 Sneaker Michael Kors Dunkelbraun/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,4055313,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/21 Sneaker Michael Kors Dunkelbraun/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3713257,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/22 Sneaker Michael Kors Gold/22 Sneaker Michael Kors Gold.txt,22 Sneaker Michael Kors Gold.txt,.txt,Text,documentation,02_wardrobe_images,2360,False,True,33,0,0,16,17,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),30fc18a7412144f04890013b9e9f37145c1b9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/22 Sneaker Michael Kors Gold/bild1.jpg,bild1.jpg,.jpg,JPG,asset,02_wardrobe_images,3592725,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/22 Sneaker Michael Kors Gold/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3978315,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/23 Sneaker Adidas Veloursleder.txt,23 Sneaker Adidas Veloursleder.txt,.txt,Text,documentation,02_wardrobe_images,1531,False,True,34,0,0,19,15,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),bf75c934d35413550f469351c8b143245ab37eb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/main.jpg,main.jpg,.jpg,JPG,asset,02_wardrobe_images,3973392,True,False,0,0,0,0,0,False,False,0,0,0,0,0,,,0.0,0,0,0,0.0,Low,0.15,XS (<50),,binary-asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
