severity,kind,path,details
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/08 Tanzschuh für die Tanzschule.txt,Mirrors 02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/08 Tanzschuh für die Tanzschule.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/09 Manolo Blanik/09 Manolo Blanik.txt,Mirrors 02_wardrobe_images/karen/09 Manolo Blanik/09 Manolo Blanik.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/13 Sandale mit Open Toe und Riemchen.txt,Mirrors 02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/13 Sandale mit Open Toe und Riemchen.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/14 sportlichen Schuh der Firma Adidas.txt,Mirrors 02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/14 sportlichen Schuh der Firma Adidas.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/15 pinken Sneakern von der Marke Skechers.txt,Mirrors 02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/15 pinken Sneakern von der Marke Skechers.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/16 dunkelrosa Sneaker Marke Adidas.txt,Mirrors 02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/16 dunkelrosa Sneaker Marke Adidas.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/17 Sneaker in Neonorange Marke Skechers.txt,Mirrors 02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/17 Sneaker in Neonorange Marke Skechers.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/18 Tennisschuh der Firma Asics.txt,Mirrors 02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/18 Tennisschuh der Firma Asics.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/19 Firma Salomon Spezialschuh Querfeldeinläufe.txt,Mirrors 02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/19 Firma Salomon Spezialschuh Querfeldeinläufe.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/20 Marke Asics Sportschuh/20 Marke Asics Sportschuh.txt,Mirrors 02_wardrobe_images/karen/20 Marke Asics Sportschuh/20 Marke Asics Sportschuh.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/21 Sneaker Michael Kors Dunkelbraun/21 Sneaker Michael Kors Dunkelbraun.txt,Mirrors 02_wardrobe_images/karen/21 Sneaker Michael Kors Dunkelbraun/21 Sneaker Michael Kors Dunkelbraun.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/22 Sneaker Michael Kors Gold/22 Sneaker Michael Kors Gold.txt,Mirrors 02_wardrobe_images/karen/22 Sneaker Michael Kors Gold/22 Sneaker Michael Kors Gold.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/23 Sneaker Adidas Veloursleder.txt,Mirrors 02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/23 Sneaker Adidas Veloursleder.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/24 Sneaker Firma Adidas Größe US 8/24 Sneaker Firma Adidas Größe US 8.txt,Mirrors 02_wardrobe_images/karen/24 Sneaker Firma Adidas Größe US 8/24 Sneaker Firma Adidas Größe US 8.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/25 Tamaris Winterstiefel/25 Tamaris Winterstiefel.txt,Mirrors 02_wardrobe_images/karen/25 Tamaris Winterstiefel/25 Tamaris Winterstiefel.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/26 Firma Trippen schwarzes LEder/26 Firma Trippen schwarzes LEder.txt,Mirrors 02_wardrobe_images/karen/26 Firma Trippen schwarzes LEder/26 Firma Trippen schwarzes LEder.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/27 Stiefelette von Post Excellence/27 Stiefelette von Post Excellence.txt,Mirrors 02_wardrobe_images/karen/27 Stiefelette von Post Excellence/27 Stiefelette von Post Excellence.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/28 Stiefel Beige Knöchelhoch/28 Stiefel Beige Knöchelhoch.txt,Mirrors 02_wardrobe_images/karen/28 Stiefel Beige Knöchelhoch/28 Stiefel Beige Knöchelhoch.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/29 Cowboy-Boot in Mittelbraun/29 Cowboy-Boot in Mittelbraun.txt,Mirrors 02_wardrobe_images/karen/29 Cowboy-Boot in Mittelbraun/29 Cowboy-Boot in Mittelbraun.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/30 klassische Stiefelette mit seitlichem Reißverschluss/30 klassische Stiefelette mit seitlichem Reißverschluss.txt,Mirrors 02_wardrobe_images/karen/30 klassische Stiefelette mit seitlichem Reißverschluss/30 klassische Stiefelette mit seitlichem Reißverschluss.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/31 Timberland Winterstiefel/31 Timberland Winterstiefel.txt,Mirrors 02_wardrobe_images/karen/31 Timberland Winterstiefel/31 Timberland Winterstiefel.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/32 Puma Sneaker beige/32 Puma Sneaker beige.txt,Mirrors 02_wardrobe_images/karen/32 Puma Sneaker beige/32 Puma Sneaker beige.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/34 Trippen Sommerscuh Rot/34 Trippen Sommerscuh Rot.txt,Mirrors 02_wardrobe_images/karen/34 Trippen Sommerscuh Rot/34 Trippen Sommerscuh Rot.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Bodycon Dress aus der Marks Spencer Collection in der UK-Größe 18/Bodycon Dress aus der Marks Spencer Collection in der UK-Größe 18.txt,Mirrors 02_wardrobe_images/karen/Bodycon Dress aus der Marks Spencer Collection in der UK-Größe 18/Bodycon Dress aus der Marks Spencer Collection in der UK-Größe 18.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Brosche von Swarovski/Brosche von Swarovski.txt,Mirrors 02_wardrobe_images/karen/Brosche von Swarovski/Brosche von Swarovski.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Etuikleid von der Firma Hess Natur/Etuikleid von der Firma Hess Natur.txt,Mirrors 02_wardrobe_images/karen/Etuikleid von der Firma Hess Natur/Etuikleid von der Firma Hess Natur.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Hemdkleid  Shirtkleid lang fließend/Hemdkleid  Shirtkleid lang fließend.txt,Mirrors 02_wardrobe_images/karen/Hemdkleid  Shirtkleid lang fließend/Hemdkleid  Shirtkleid lang fließend.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Kleid Polka Dots/Kleid Polka Dots.txt,Mirrors 02_wardrobe_images/karen/Kleid Polka Dots/Kleid Polka Dots.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Kurzblazer mit Schmuckknöpfen - 951875/Kurzblazer mit Schmuckknöpfen - 951875.txt,Mirrors 02_wardrobe_images/karen/Kurzblazer mit Schmuckknöpfen - 951875/Kurzblazer mit Schmuckknöpfen - 951875.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Kurzmantel von der Firma Hessnatur/Kurzmantel von der Firma Hessnatur.txt,Mirrors 02_wardrobe_images/karen/Kurzmantel von der Firma Hessnatur/Kurzmantel von der Firma Hessnatur.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Lederrock aus Lammnappa - 908193/Lederrock aus Lammnappa - 908193.txt,Mirrors 02_wardrobe_images/karen/Lederrock aus Lammnappa - 908193/Lederrock aus Lammnappa - 908193.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Lederrock aus Lammnappa - 919772/Lederrock aus Lammnappa - 919772.txt,Mirrors 02_wardrobe_images/karen/Lederrock aus Lammnappa - 919772/Lederrock aus Lammnappa - 919772.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Mini-Jeans-Kleid/Mini-Jeans-Kleid.txt,Mirrors 02_wardrobe_images/karen/Mini-Jeans-Kleid/Mini-Jeans-Kleid.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Oversized Hemdkleid von der Firma Hess Natur aus der Kollektion Wunderkind/Oversized Hemdkleid von der Firma Hess Natur aus der Kollektion Wunderkind.txt,Mirrors 02_wardrobe_images/karen/Oversized Hemdkleid von der Firma Hess Natur aus der Kollektion Wunderkind/Oversized Hemdkleid von der Firma Hess Natur aus der Kollektion Wunderkind.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Schwarzes Shirt-Blusenkleid Hemd-Shirtkleid/Schwarzes Shirt-Blusenkleid Hemd-Shirtkleid.txt,Mirrors 02_wardrobe_images/karen/Schwarzes Shirt-Blusenkleid Hemd-Shirtkleid/Schwarzes Shirt-Blusenkleid Hemd-Shirtkleid.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt aus Modalmix cremeweiß/Shirt aus Modalmix cremeweiß.txt,Mirrors 02_wardrobe_images/karen/Shirt aus Modalmix cremeweiß/Shirt aus Modalmix cremeweiß.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt aus Modalmix lila/Shirt aus Modalmix lila.txt,Mirrors 02_wardrobe_images/karen/Shirt aus Modalmix lila/Shirt aus Modalmix lila.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt mit Volant sandfarben/Shirt mit Volant sandfarben.txt,Mirrors 02_wardrobe_images/karen/Shirt mit Volant sandfarben/Shirt mit Volant sandfarben.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Strickpullover blau/Strickpullover blau.txt,Mirrors 02_wardrobe_images/karen/Strickpullover blau/Strickpullover blau.txt
warning,shadow-duplicate,_release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Strickpullover cremeweiß/Strickpullover cremeweiß.txt,Mirrors 02_wardrobe_images/karen/Strickpullover cremeweiß/Strickpullover cremeweiß.txt
info,exact-duplicate-text-group,,02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/13 Sandale mit Open Toe und Riemchen.txt || 02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/19 Firma Salomon Spezialschuh Querfeldeinläufe.txt || 02_wardrobe_images/karen/27 Stiefelette von Post Excellence/27 Stiefelette von Post Excellence.txt || 02_wardrobe_images/karen/28 Stiefel Beige Knöchelhoch/28 Stiefel Beige Knöchelhoch.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/13 Sandale mit Open Toe und Riemchen/13 Sandale mit Open Toe und Riemchen.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/19 Firma Salomon Spezialschuh Querfeldeinläufe/19 Firma Salomon Spezialschuh Querfeldeinläufe.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/27 Stiefelette von Post Excellence/27 Stiefelette von Post Excellence.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/28 Stiefel Beige Knöchelhoch/28 Stiefel Beige Knöchelhoch.txt || _release_staging/CapsuleWardrobeRAG/src/__init__.py || logs/ngrok.err.log || logs/ngrok.err_20260201-104454.log || logs/ngrok.err_20260201-110547.log || logs/ngrok.err_20260201-112503.log || logs/ngrok.err_20260201-125314.log || logs/ngrok.err_20260201-150023.log || logs/ngrok.err_20260215-110700.log || logs/ngrok.err_20260215-121437.log || logs/ngrok.err_20260215-122402.log || logs/ngrok.err_20260215-202301.log || logs/ngrok.err_20260215-223016.log || logs/ngrok.err_20260221-185711.log || logs/ngrok.err_20260301-161252.log || logs/ngrok.err_20260301-181619.log || logs/ngrok.err_20260301-194224.log || logs/ngrok.out.log || logs/ngrok.out_20260201-104454.log || logs/ngrok.out_20260201-110547.log || logs/ngrok.out_20260201-112503.log || logs/ngrok.out_20260201-125314.log || logs/ngrok.out_20260201-150023.log || logs/ngrok.out_20260215-110700.log || logs/ngrok.out_20260215-121437.log || logs/ngrok.out_20260215-122402.log || logs/ngrok.out_20260215-202301.log || logs/ngrok.out_20260215-223016.log || logs/ngrok.out_20260221-185711.log || logs/ngrok.out_20260301-161252.log || logs/ngrok.out_20260301-173802.log || logs/ngrok.out_20260301-181619.log || logs/ngrok.out_20260301-194224.log || logs/server.out.log || logs/server.out_20260201-104454.log || logs/server.out_20260201-110547.log || logs/server.out_20260201-112503.log || logs/server.out_20260201-125314.log || logs/server.out_20260201-150023.log || logs/server.out_20260215-110700.log || logs/server.out_20260215-113152.log || logs/server.out_20260215-120835.log || logs/server.out_20260215-121437.log || logs/server.out_20260215-121915.log || logs/server.out_20260215-122402.log || logs/server.out_20260215-202301.log || logs/server.out_20260215-223016.log || logs/server.out_20260221-185711.log || logs/server.out_20260222-124115.log || logs/server.out_20260222-192059.log || logs/server.out_20260222-195527.log || logs/server.out_20260222-204434.log || logs/server.out_20260222-205115.log || logs/server.out_20260301-113913.log || logs/server.out_20260301-161252.log || logs/server.out_20260301-164448.log || logs/server.out_20260301-173802.log || logs/server.out_20260301-181619.log || logs/server.out_20260301-194224.log || src/__init__.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/docs/HANDOFF_MANIFEST.md || docs/HANDOFF_MANIFEST.md || docs/_snapshot/handoff_20260222-204547/HANDOFF_MANIFEST.md || docs/_snapshot/handoff_20260222-204618/HANDOFF_MANIFEST.md || docs/_snapshot/handoff_20260301-161040/HANDOFF_MANIFEST.md || docs/_snapshot/handoff_20260301-161316/HANDOFF_MANIFEST.md || docs/_snapshot/latest/HANDOFF_MANIFEST.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/docs/HANDOFF_RUNTIME_STATE.md || docs/HANDOFF_RUNTIME_STATE.md || docs/_snapshot/handoff_20260222-204547/HANDOFF_RUNTIME_STATE.md || docs/_snapshot/handoff_20260222-204618/HANDOFF_RUNTIME_STATE.md || docs/_snapshot/handoff_20260301-161040/HANDOFF_RUNTIME_STATE.md || docs/_snapshot/handoff_20260301-161316/HANDOFF_RUNTIME_STATE.md || docs/_snapshot/latest/HANDOFF_RUNTIME_STATE.md
info,exact-duplicate-text-group,,docs/_snapshot/handoff_20260222-204547/sanity_check.txt || docs/_snapshot/handoff_20260222-204618/sanity_check.txt || docs/_snapshot/handoff_20260301-161316/sanity_check.txt || docs/_snapshot/latest/sanity_check.txt
info,exact-duplicate-text-group,,docs/_snapshot/handoff_20260301-161316/project_audit_dump.md || docs/_snapshot/latest/project_audit_dump.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_03_item_types.md || ontology/ontology_part_03_item_types.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/api_v2.py || src/api_v2.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_04_attributes_value_sets_core.md || ontology/ontology_part_04_attributes_value_sets_core.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_07_brands_shops.md || ontology/ontology_part_07_brands_shops.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_06_fits_cuts_collars_sizes.md || ontology/ontology_part_06_fits_cuts_collars_sizes.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_08_rules_disambiguation.md || ontology/ontology_part_08_rules_disambiguation.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/ingest_wardrobe.py || src/ingest_wardrobe.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_02_taxonomy.md || ontology/ontology_part_02_taxonomy.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/web_dashboard.py || src/web_dashboard.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/ontology_runtime.py || src/ontology_runtime.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/templates/index.html || templates/index.html
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/project_audit_dump.py || tools/project_audit_dump.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_05_materials_sustainability_certifications.md || ontology/ontology_part_05_materials_sustainability_certifications.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/run_registry.py || src/run_registry.py
info,exact-duplicate-text-group,,docs/_snapshot/handoff_20260301-161316/ontology_runtime_dump.json || docs/_snapshot/latest/ontology_runtime_dump.json
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/category_map.py || src/category_map.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/docs/ENGINEERING_MANIFEST_v2.0.md || docs/ENGINEERING_MANIFEST_v2.0.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/ontology_runtime_dump.py || tools/ontology_runtime_dump.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/ontology/ontology_part_09_qa_glossary_ambiguities.md || ontology/ontology_part_09_qa_glossary_ambiguities.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/web_dashboard.py.bak || src/web_dashboard.py.bak
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/project_data_snapshot.py || tools/project_data_snapshot.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/secret_scan.py || tools/secret_scan.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/ingest_recover.py || tools/ingest_recover.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/templates/admin_item_edit.html || templates/admin_item_edit.html
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/handoff_make.py || tools/handoff_make.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/api_main.py || src/api_main.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tests/test_api_v2_crud.py || tests/test_api_v2_crud.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/db_schema.py || src/db_schema.py
info,exact-duplicate-text-group,,Wardrobe_Studio_Starten.bat || _release_staging/CapsuleWardrobeRAG/Wardrobe_Studio_Starten.bat
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/src/settings.py || src/settings.py
info,exact-duplicate-text-group,,docs/_snapshot/handoff_20260301-161316/data_snapshot.md || docs/_snapshot/latest/data_snapshot.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/templates/item_detail.html || templates/item_detail.html
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/docs/ENGINEERING_GUIDELINES.md || docs/ENGINEERING_GUIDELINES.md
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/handoff_snapshot.ps1 || tools/handoff_snapshot.ps1
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/handoff_make_run.py || tools/handoff_make_run.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/handoff_make.ps1 || tools/handoff_make.ps1
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tests/test_ingest_wardrobe_idempotence.py || tests/test_ingest_wardrobe_idempotence.py
info,exact-duplicate-text-group,,02_wardrobe_images/karen/25 Tamaris Winterstiefel/25 Tamaris Winterstiefel.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/25 Tamaris Winterstiefel/25 Tamaris Winterstiefel.txt
info,exact-duplicate-text-group,,02_wardrobe_images/karen/dunkelblaues-jeanskleid-in-a-linie-mit-langem-frontreissverschluss-und-bindeguertel_186/dunkelblaues Jeanskleid in A-Form von der Firma Shigo aus der Kollektion von Miyabi Kawai fü.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/dunkelblaues-jeanskleid-in-a-linie-mit-langem-frontreissverschluss-und-bindeguertel_186/dunkelblaues Jeanskleid in A-Form von der Firma Shigo aus der Kollektion von Miyabi Kawai fü.txt
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tests/test_error_contract.py || tests/test_error_contract.py
info,exact-duplicate-text-group,,02_wardrobe_images/karen/jackett-wickelkleid-mit-blazerkragen-und-bindeguertel_191/Jackett-Kleid von der Firma Chico aus der Kollektion von Miyabi Kawaii.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/jackett-wickelkleid-mit-blazerkragen-und-bindeguertel_191/Jackett-Kleid von der Firma Chico aus der Kollektion von Miyabi Kawaii.txt
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/runs_report.py || tools/runs_report.py
info,exact-duplicate-text-group,,_release_staging/CapsuleWardrobeRAG/tools/project_sanity_check.py || tools/project_sanity_check.py
